song_id,title,artist,dataset,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3rF1pPjaDjWuIUCTXpMGIv,To The Moon!,JNR CHOI & Sam Tompkins,H,0.782,0.733,7,-5.112,1,0.399,0.269,0.0,0.134,0.599,144.098,audio_features,spotify:track:3rF1pPjaDjWuIUCTXpMGIv,https://api.spotify.com/v1/tracks/3rF1pPjaDjWuIUCTXpMGIv,https://api.spotify.com/v1/audio-analysis/3rF1pPjaDjWuIUCTXpMGIv,218880,4
1fff5nZGyRJtFLkOrSSwOU,Slow Down Summer,Thomas Rhett,H,0.464,0.755,4,-5.707,1,0.0354,0.00838,0.0,0.0989,0.449,155.973,audio_features,spotify:track:1fff5nZGyRJtFLkOrSSwOU,https://api.spotify.com/v1/tracks/1fff5nZGyRJtFLkOrSSwOU,https://api.spotify.com/v1/audio-analysis/1fff5nZGyRJtFLkOrSSwOU,216764,4
3i058E8uxTsYqJ5NWZzqSj,Little Freak,Harry Styles,H,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,audio_features,spotify:track:3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/audio-analysis/3i058E8uxTsYqJ5NWZzqSj,202183,4
30vAfL9Wyu2fu07vdbZ1Xt,See Wat I'm Sayin,Moneybagg Yo,H,0.936,0.497,1,-7.185,1,0.41,0.0324,0.0,0.111,0.364,138.016,audio_features,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/tracks/30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/audio-analysis/30vAfL9Wyu2fu07vdbZ1Xt,146732,4
4j6kId9QIqhoXvqHKgSKa0,Grapejuice,Harry Styles,H,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,audio_features,spotify:track:4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/tracks/4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/audio-analysis/4j6kId9QIqhoXvqHKgSKa0,191959,4
5CzixCxDkRXX9mScCmah8O,Un Ratito,Bad Bunny,H,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,audio_features,spotify:track:5CzixCxDkRXX9mScCmah8O,https://api.spotify.com/v1/tracks/5CzixCxDkRXX9mScCmah8O,https://api.spotify.com/v1/audio-analysis/5CzixCxDkRXX9mScCmah8O,176936,4
0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,Shawn Mendes,H,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/audio-analysis/0U1W2LZVUX7qTm7dDpqxh6,172267,4
0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,H,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,audio_features,spotify:track:0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/audio-analysis/0rzaRSujxA0bKyjJl6vHYq,218577,4
3j1xkzTW8owIphkWV51V9s,Like I Love Country Music,Kane Brown,H,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85,audio_features,spotify:track:3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/tracks/3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/audio-analysis/3j1xkzTW8owIphkWV51V9s,234341,4
6NHpyYvJyQsg2nXXzGYc2R,Thought You Should Know,Morgan Wallen,H,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,audio_features,spotify:track:6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/tracks/6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/audio-analysis/6NHpyYvJyQsg2nXXzGYc2R,215572,4
6F7UOC6fPWOkPqybOWBHSv,If I Was A Cowboy,Miranda Lambert,H,0.575,0.644,6,-5.68,0,0.0309,0.271,0.0,0.131,0.626,80.07,audio_features,spotify:track:6F7UOC6fPWOkPqybOWBHSv,https://api.spotify.com/v1/tracks/6F7UOC6fPWOkPqybOWBHSv,https://api.spotify.com/v1/audio-analysis/6F7UOC6fPWOkPqybOWBHSv,195013,4
7fYRg3CEbk6rNCuzNzMT06,Potion,"Calvin Harris, Dua Lipa & Young Thug",H,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,audio_features,spotify:track:7fYRg3CEbk6rNCuzNzMT06,https://api.spotify.com/v1/tracks/7fYRg3CEbk6rNCuzNzMT06,https://api.spotify.com/v1/audio-analysis/7fYRg3CEbk6rNCuzNzMT06,214460,4
0QNNd0qMCDbraS1nQPg3aA,Hotel Lobby (Unc And Phew),Quavo & Takeoff,H,0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,audio_features,spotify:track:0QNNd0qMCDbraS1nQPg3aA,https://api.spotify.com/v1/tracks/0QNNd0qMCDbraS1nQPg3aA,https://api.spotify.com/v1/audio-analysis/0QNNd0qMCDbraS1nQPg3aA,142657,4
6ws54n2IzyrIxxyzlG2bVJ,Right On,Lil Baby,H,0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,audio_features,spotify:track:6ws54n2IzyrIxxyzlG2bVJ,https://api.spotify.com/v1/tracks/6ws54n2IzyrIxxyzlG2bVJ,https://api.spotify.com/v1/audio-analysis/6ws54n2IzyrIxxyzlG2bVJ,213976,4
35TyJIMR3xRouUuo2sjS6v,Cinema,Harry Styles,H,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,audio_features,spotify:track:35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/tracks/35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/audio-analysis/35TyJIMR3xRouUuo2sjS6v,243508,4
2NcQic8JxdjAlAHuNbOIRE,Keep Driving,Harry Styles,H,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,audio_features,spotify:track:2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/tracks/2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/audio-analysis/2NcQic8JxdjAlAHuNbOIRE,140242,3
69w5X6uTrOaWM32IetSzvO,Daydreaming,Harry Styles,H,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,audio_features,spotify:track:69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/tracks/69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/audio-analysis/69w5X6uTrOaWM32IetSzvO,187342,4
5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,H,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,audio_features,spotify:track:5kVZxyMY1gfdCLiChsfjn1,https://api.spotify.com/v1/tracks/5kVZxyMY1gfdCLiChsfjn1,https://api.spotify.com/v1/audio-analysis/5kVZxyMY1gfdCLiChsfjn1,230704,4
1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,Harry Styles,H,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,audio_features,spotify:track:1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/tracks/1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/audio-analysis/1mw0RgNXIpYRyyCdBQbLgA,191638,4
2FGOg7uYBfnspkPOISXTFY,Ghost Story,Carrie Underwood,H,0.479,0.742,7,-5.587,1,0.0539,0.0069,0.000834,0.278,0.454,142.909,audio_features,spotify:track:2FGOg7uYBfnspkPOISXTFY,https://api.spotify.com/v1/tracks/2FGOg7uYBfnspkPOISXTFY,https://api.spotify.com/v1/audio-analysis/2FGOg7uYBfnspkPOISXTFY,181400,3
1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,Kendrick Lamar,H,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,audio_features,spotify:track:1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG,202285,4
31i56LZnwE6uSu3exoHjtB,Neverita,Bad Bunny,H,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,audio_features,spotify:track:31i56LZnwE6uSu3exoHjtB,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,173119,4
200x8ONbPfFzByUr3fVz46,She Had Me At Heads Carolina,Cole Swindell,H,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,audio_features,spotify:track:200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,206107,4
6qj02zSeEJGWZ4c0dn5QzJ,Boyfriends,Harry Styles,H,0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,audio_features,spotify:track:6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/tracks/6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/audio-analysis/6qj02zSeEJGWZ4c0dn5QzJ,194544,4
