song_id,title,artist,dataset,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,NH,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,audio_features,spotify:track:3bHhUEOTIbezeZ856R0BX5,https://api.spotify.com/v1/tracks/3bHhUEOTIbezeZ856R0BX5,https://api.spotify.com/v1/audio-analysis/3bHhUEOTIbezeZ856R0BX5,236307,4
3adnLFXKO5rC1lhUNSeg3N,White Flag,Dido,NH,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,audio_features,spotify:track:3adnLFXKO5rC1lhUNSeg3N,https://api.spotify.com/v1/tracks/3adnLFXKO5rC1lhUNSeg3N,https://api.spotify.com/v1/audio-analysis/3adnLFXKO5rC1lhUNSeg3N,240600,4
7BDW57CKVzbjvwRT2xuv01,Heaven Must Be Missing An Angel - Pt. 1,Tavares,NH,0.603,0.728,9,-11.892,0,0.0423,0.144,3.61e-05,0.653,0.95,117.046,audio_features,spotify:track:7BDW57CKVzbjvwRT2xuv01,https://api.spotify.com/v1/tracks/7BDW57CKVzbjvwRT2xuv01,https://api.spotify.com/v1/audio-analysis/7BDW57CKVzbjvwRT2xuv01,393013,4
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,Green Day,NH,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4
3Z3QhZAZpqwZa1phsbQ3JZ,Driving Home for Christmas,Chris Rea,NH,0.497,0.661,9,-9.047,1,0.0361,0.328,0.000317,0.211,0.894,180.225,audio_features,spotify:track:3Z3QhZAZpqwZa1phsbQ3JZ,https://api.spotify.com/v1/tracks/3Z3QhZAZpqwZa1phsbQ3JZ,https://api.spotify.com/v1/audio-analysis/3Z3QhZAZpqwZa1phsbQ3JZ,240213,4
3Yj9lNYD0su1mbTtA1ktat,Mutter,Rammstein,NH,0.491,0.616,4,-6.53,1,0.0349,0.0152,0.00045,0.125,0.0824,116.145,audio_features,spotify:track:3Yj9lNYD0su1mbTtA1ktat,https://api.spotify.com/v1/tracks/3Yj9lNYD0su1mbTtA1ktat,https://api.spotify.com/v1/audio-analysis/3Yj9lNYD0su1mbTtA1ktat,268600,4
0JlkKwteTqKO9UwbM8q7v7,Pa,Doe Maar,NH,0.937,0.588,4,-12.345,0,0.0543,0.417,0.000812,0.0888,0.961,128.867,audio_features,spotify:track:0JlkKwteTqKO9UwbM8q7v7,https://api.spotify.com/v1/tracks/0JlkKwteTqKO9UwbM8q7v7,https://api.spotify.com/v1/audio-analysis/0JlkKwteTqKO9UwbM8q7v7,219707,4
1jlphb2nyrZ76BIjSgdbcG,Blauw,The Scene,NH,0.564,0.616,7,-10.245,1,0.0277,0.025,0.000109,0.0845,0.124,131.068,audio_features,spotify:track:1jlphb2nyrZ76BIjSgdbcG,https://api.spotify.com/v1/tracks/1jlphb2nyrZ76BIjSgdbcG,https://api.spotify.com/v1/audio-analysis/1jlphb2nyrZ76BIjSgdbcG,276773,4
2CGRcsLboTCSBTV5s1VMEO,Spicks And Specks,Bee Gees,NH,0.656,0.672,2,-6.342,1,0.0325,0.738,4.24e-05,0.252,0.719,122.721,audio_features,spotify:track:2CGRcsLboTCSBTV5s1VMEO,https://api.spotify.com/v1/tracks/2CGRcsLboTCSBTV5s1VMEO,https://api.spotify.com/v1/audio-analysis/2CGRcsLboTCSBTV5s1VMEO,171413,4
3UmaczJpikHgJFyBTAJVoz,Stan,Eminem,NH,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107,4
3TCauNPqFiniaYHBvEVoHG,Beautiful,Christina Aguilera,NH,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,audio_features,spotify:track:3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/tracks/3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/audio-analysis/3TCauNPqFiniaYHBvEVoHG,238560,4
3SktMqZmo3M9zbB7oKMIF7,Gravity,John Mayer,NH,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,audio_features,spotify:track:3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/tracks/3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/audio-analysis/3SktMqZmo3M9zbB7oKMIF7,245827,3
6R3yoMTDYDQ6gC6FXLvizz,Leave the Light On,Beth Hart,NH,0.573,0.389,9,-9.326,1,0.0287,0.379,2.07e-05,0.133,0.153,141.987,audio_features,spotify:track:6R3yoMTDYDQ6gC6FXLvizz,https://api.spotify.com/v1/tracks/6R3yoMTDYDQ6gC6FXLvizz,https://api.spotify.com/v1/audio-analysis/6R3yoMTDYDQ6gC6FXLvizz,242173,4
3QtSipg5he2abXSKDw8K5e,Ruthless Queen,Kayak,NH,0.53,0.458,5,-9.835,1,0.0292,0.0834,0.00106,0.201,0.219,123.683,audio_features,spotify:track:3QtSipg5he2abXSKDw8K5e,https://api.spotify.com/v1/tracks/3QtSipg5he2abXSKDw8K5e,https://api.spotify.com/v1/audio-analysis/3QtSipg5he2abXSKDw8K5e,290533,4
3QmesrvdbPjwf7i40nht1D,Everlong - Acoustic Version,Foo Fighters,NH,0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,audio_features,spotify:track:3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/tracks/3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/audio-analysis/3QmesrvdbPjwf7i40nht1D,250907,4
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,3 Doors Down,NH,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,audio_features,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,238733,4
3Lk7RWStfLaHG7lXsuS87j,One,Mary J. Blige,NH,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888,audio_features,spotify:track:3Lk7RWStfLaHG7lXsuS87j,https://api.spotify.com/v1/tracks/3Lk7RWStfLaHG7lXsuS87j,https://api.spotify.com/v1/audio-analysis/3Lk7RWStfLaHG7lXsuS87j,260467,4
3KxBgn1DhmxhntSOJyduF0,Mijn Houten Hart,De Poema's,NH,0.434,0.585,9,-5.623,0,0.0306,0.455,0.0,0.0898,0.247,70.024,audio_features,spotify:track:3KxBgn1DhmxhntSOJyduF0,https://api.spotify.com/v1/tracks/3KxBgn1DhmxhntSOJyduF0,https://api.spotify.com/v1/audio-analysis/3KxBgn1DhmxhntSOJyduF0,259147,4
3JOVTQ5h8HGFnDdp4VT3MP,Mad World (Feat. Michael Andrews),Gary Jules,NH,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,audio_features,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP,https://api.spotify.com/v1/tracks/3JOVTQ5h8HGFnDdp4VT3MP,https://api.spotify.com/v1/audio-analysis/3JOVTQ5h8HGFnDdp4VT3MP,189507,4
3IbkWFHKCQp1Y7oLjeQgGv,Sinds 1 Dag Of 2 (32 Jaar),Doe Maar,NH,0.884,0.599,9,-10.892,1,0.0449,0.283,0.00396,0.137,0.963,113.743,audio_features,spotify:track:3IbkWFHKCQp1Y7oLjeQgGv,https://api.spotify.com/v1/tracks/3IbkWFHKCQp1Y7oLjeQgGv,https://api.spotify.com/v1/audio-analysis/3IbkWFHKCQp1Y7oLjeQgGv,200891,4
3I09LQbHS3NSU46Ly3tPpR,Feeling Good,Michael Bublé,NH,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,audio_features,spotify:track:3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/tracks/3I09LQbHS3NSU46Ly3tPpR,https://api.spotify.com/v1/audio-analysis/3I09LQbHS3NSU46Ly3tPpR,237333,3
3HyZGwZAq9oQJQBzSyjs7Q,The Wall Street Shuffle,10cc,NH,0.516,0.517,0,-10.665,1,0.028,0.174,0.000162,0.112,0.639,98.141,audio_features,spotify:track:3HyZGwZAq9oQJQBzSyjs7Q,https://api.spotify.com/v1/tracks/3HyZGwZAq9oQJQBzSyjs7Q,https://api.spotify.com/v1/audio-analysis/3HyZGwZAq9oQJQBzSyjs7Q,241573,4
1FTSo4v6BOZH9QxKc3MbVM,Song 2,Blur,NH,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,audio_features,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM,121160,4
6IMuC56Oeqbt9LPna4bfqu,I Would Stay,Krezip,NH,0.323,0.23,7,-11.775,1,0.0339,0.944,1.07e-05,0.762,0.232,97.23,audio_features,spotify:track:6IMuC56Oeqbt9LPna4bfqu,https://api.spotify.com/v1/tracks/6IMuC56Oeqbt9LPna4bfqu,https://api.spotify.com/v1/audio-analysis/6IMuC56Oeqbt9LPna4bfqu,252027,4
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Billy Joel,NH,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,audio_features,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/tracks/70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/audio-analysis/70C4NyhjD5OZUMzvWZ3njJ,339000,3
3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,NH,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,audio_features,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
3DDeQ8TedL00TiIV5NmFrn,Lost,Anouk,NH,0.518,0.254,7,-10.377,1,0.0281,0.222,0.000858,0.136,0.136,89.911,audio_features,spotify:track:3DDeQ8TedL00TiIV5NmFrn,https://api.spotify.com/v1/tracks/3DDeQ8TedL00TiIV5NmFrn,https://api.spotify.com/v1/audio-analysis/3DDeQ8TedL00TiIV5NmFrn,222400,3
3CkjLJYnnyOtGk4Jx4iYS4,Woman,Wolfmother,NH,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,audio_features,spotify:track:3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/tracks/3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/audio-analysis/3CkjLJYnnyOtGk4Jx4iYS4,176307,1
7iInDTMvYQrZnELy6nJ15s,Where Is The Love?,The Black Eyed Peas,NH,0.889,0.38,5,-9.727,1,0.0493,0.0916,0.123,0.0482,0.921,94.122,audio_features,spotify:track:7iInDTMvYQrZnELy6nJ15s,https://api.spotify.com/v1/tracks/7iInDTMvYQrZnELy6nJ15s,https://api.spotify.com/v1/audio-analysis/7iInDTMvYQrZnELy6nJ15s,224341,4
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,NH,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
3AI7ca5RpYLyqaVgU7K1AP,This Is The Life,Amy Macdonald,NH,0.616,0.884,1,-5.043,0,0.0317,0.266,0.0,0.0657,0.856,94.979,audio_features,spotify:track:3AI7ca5RpYLyqaVgU7K1AP,https://api.spotify.com/v1/tracks/3AI7ca5RpYLyqaVgU7K1AP,https://api.spotify.com/v1/audio-analysis/3AI7ca5RpYLyqaVgU7K1AP,184413,4
7w5AOd6HrDIHewHfpABEss,Wicked Game,Chris Isaak,NH,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,audio_features,spotify:track:7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/tracks/7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/audio-analysis/7w5AOd6HrDIHewHfpABEss,289067,4
285hMzLhJwHVLe9QT9qilk,Breakeven,The Script,NH,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,audio_features,spotify:track:285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/tracks/285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/audio-analysis/285hMzLhJwHVLe9QT9qilk,261427,4
38TozZBUSqO5HA4ya6OxZr,Not An Addict,K's Choice,NH,0.261,0.645,4,-7.012,1,0.0392,0.000306,5.15e-05,0.121,0.34,169.326,audio_features,spotify:track:38TozZBUSqO5HA4ya6OxZr,https://api.spotify.com/v1/tracks/38TozZBUSqO5HA4ya6OxZr,https://api.spotify.com/v1/audio-analysis/38TozZBUSqO5HA4ya6OxZr,288184,4
5orAPuaTuz8QTtngbhLhh3,So Incredible,Ilse DeLange,NH,0.532,0.878,0,-5.213,1,0.028,0.0888,0.0,0.644,0.727,104.001,audio_features,spotify:track:5orAPuaTuz8QTtngbhLhh3,https://api.spotify.com/v1/tracks/5orAPuaTuz8QTtngbhLhh3,https://api.spotify.com/v1/audio-analysis/5orAPuaTuz8QTtngbhLhh3,177760,4
6aX2LyT7zpTLe3iZfDeHki,Mr Rock & Roll,Amy Macdonald,NH,0.61,0.858,9,-4.867,1,0.0318,0.0284,0.0,0.102,0.421,110.881,audio_features,spotify:track:6aX2LyT7zpTLe3iZfDeHki,https://api.spotify.com/v1/tracks/6aX2LyT7zpTLe3iZfDeHki,https://api.spotify.com/v1/audio-analysis/6aX2LyT7zpTLe3iZfDeHki,214813,4
36O7qmyKLHpUY6WdWh8M5g,Will You Be There - Single Version,Michael Jackson,NH,0.413,0.626,6,-6.504,0,0.0735,0.511,0.000338,0.0845,0.435,82.971,audio_features,spotify:track:36O7qmyKLHpUY6WdWh8M5g,https://api.spotify.com/v1/tracks/36O7qmyKLHpUY6WdWh8M5g,https://api.spotify.com/v1/audio-analysis/36O7qmyKLHpUY6WdWh8M5g,220387,4
362Fn7IfHPGrP1H1tY5AtS,Vlinder,Rowwen Hèze,NH,0.35,0.792,11,-4.678,0,0.0359,0.163,0.014,0.384,0.804,174.995,audio_features,spotify:track:362Fn7IfHPGrP1H1tY5AtS,https://api.spotify.com/v1/tracks/362Fn7IfHPGrP1H1tY5AtS,https://api.spotify.com/v1/audio-analysis/362Fn7IfHPGrP1H1tY5AtS,230773,4
2Sh3g4QYQrIAsvgfTXmSaX,Cambodia,Kim Wilde,NH,0.683,0.685,2,-5.96,0,0.0276,0.0208,0.0177,0.1,0.696,110.791,audio_features,spotify:track:2Sh3g4QYQrIAsvgfTXmSaX,https://api.spotify.com/v1/tracks/2Sh3g4QYQrIAsvgfTXmSaX,https://api.spotify.com/v1/audio-analysis/2Sh3g4QYQrIAsvgfTXmSaX,237707,4
30FURVTCpbKyykjSEQzGkH,Back To Black,Amy Winehouse,NH,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,audio_features,spotify:track:30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/audio-analysis/30FURVTCpbKyykjSEQzGkH,240440,4
2y3lznWjrmXHD8rXEcfEhT,Dochters,Marco Borsato,NH,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941,audio_features,spotify:track:2y3lznWjrmXHD8rXEcfEhT,https://api.spotify.com/v1/tracks/2y3lznWjrmXHD8rXEcfEhT,https://api.spotify.com/v1/audio-analysis/2y3lznWjrmXHD8rXEcfEhT,270467,4
2uzyiRdvfNI5WxUiItv1y9,Hocus Pocus,Focus,NH,0.262,0.818,2,-5.538,1,0.152,0.0218,0.916,0.276,0.395,183.629,audio_features,spotify:track:2uzyiRdvfNI5WxUiItv1y9,https://api.spotify.com/v1/tracks/2uzyiRdvfNI5WxUiItv1y9,https://api.spotify.com/v1/audio-analysis/2uzyiRdvfNI5WxUiItv1y9,402867,4
2urspvjqMlyq8JVAudN3DK,Mensch,Herbert Grönemeyer,NH,0.682,0.781,11,-5.566,0,0.0797,0.0272,0.00149,0.0768,0.865,174.025,audio_features,spotify:track:2urspvjqMlyq8JVAudN3DK,https://api.spotify.com/v1/tracks/2urspvjqMlyq8JVAudN3DK,https://api.spotify.com/v1/audio-analysis/2urspvjqMlyq8JVAudN3DK,270320,4
2uQ4px5SPONsgcUpulywIQ,Amsterdam,Coldplay,NH,0.269,0.176,3,-10.463,1,0.0296,0.836,0.0343,0.122,0.105,78.861,audio_features,spotify:track:2uQ4px5SPONsgcUpulywIQ,https://api.spotify.com/v1/tracks/2uQ4px5SPONsgcUpulywIQ,https://api.spotify.com/v1/audio-analysis/2uQ4px5SPONsgcUpulywIQ,319360,4
2takcwOaAZWiXQijPHIx7B,Time Is Running Out,Muse,NH,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,audio_features,spotify:track:2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/tracks/2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B,237040,4
670yyrDDstk8C5TBJKCJ4G,Rain Down on Me,Kane,NH,0.644,0.867,5,-7.749,0,0.0332,0.000312,0.105,0.0372,0.298,132.995,audio_features,spotify:track:670yyrDDstk8C5TBJKCJ4G,https://api.spotify.com/v1/tracks/670yyrDDstk8C5TBJKCJ4G,https://api.spotify.com/v1/audio-analysis/670yyrDDstk8C5TBJKCJ4G,419667,4
3RIpoyYHjSTJtwoi5yHW1E,Denis,Blondie,NH,0.555,0.879,0,-5.877,1,0.0388,0.16,1.22e-06,0.27,0.863,138.953,audio_features,spotify:track:3RIpoyYHjSTJtwoi5yHW1E,https://api.spotify.com/v1/tracks/3RIpoyYHjSTJtwoi5yHW1E,https://api.spotify.com/v1/audio-analysis/3RIpoyYHjSTJtwoi5yHW1E,139088,4
19QzuPTNZHJ2SEu5LCQTGI,Hometown Glory,Adele,NH,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,audio_features,spotify:track:19QzuPTNZHJ2SEu5LCQTGI,https://api.spotify.com/v1/tracks/19QzuPTNZHJ2SEu5LCQTGI,https://api.spotify.com/v1/audio-analysis/19QzuPTNZHJ2SEu5LCQTGI,271227,4
5Go7a9wnApTQm2nYqKBdm0,Live And Let Die - Live,Paul McCartney,NH,0.419,0.36,7,-15.375,1,0.058,0.234,0.000432,0.207,0.232,153.974,audio_features,spotify:track:5Go7a9wnApTQm2nYqKBdm0,https://api.spotify.com/v1/tracks/5Go7a9wnApTQm2nYqKBdm0,https://api.spotify.com/v1/audio-analysis/5Go7a9wnApTQm2nYqKBdm0,190933,5
2p46wFVZU0jx3kAiVb5ztI,I Still Cry,Ilse DeLange,NH,0.539,0.348,1,-8.886,1,0.027,0.315,1.51e-05,0.125,0.158,98.024,audio_features,spotify:track:2p46wFVZU0jx3kAiVb5ztI,https://api.spotify.com/v1/tracks/2p46wFVZU0jx3kAiVb5ztI,https://api.spotify.com/v1/audio-analysis/2p46wFVZU0jx3kAiVb5ztI,273907,4
2ooeXnyWU4oW29aba4paNe,Ren Lenny Ren,Acda en de Munnik,NH,0.506,0.873,7,-4.67,1,0.0454,0.0128,0.0,0.326,0.434,109.575,audio_features,spotify:track:2ooeXnyWU4oW29aba4paNe,https://api.spotify.com/v1/tracks/2ooeXnyWU4oW29aba4paNe,https://api.spotify.com/v1/audio-analysis/2ooeXnyWU4oW29aba4paNe,233440,4
2nvC4i2aMo4CzRjRflysah,In My Place,Coldplay,NH,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,audio_features,spotify:track:2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/audio-analysis/2nvC4i2aMo4CzRjRflysah,226680,4
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,NH,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,audio_features,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,John Mayer,NH,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,JAY-Z,NH,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter,Train,NH,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,audio_features,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4
2hEqbMDgjr86WBWQi0pIIo,Omarm,BLØF,NH,0.272,0.436,7,-9.403,1,0.0339,0.407,0.0494,0.104,0.076,184.015,audio_features,spotify:track:2hEqbMDgjr86WBWQi0pIIo,https://api.spotify.com/v1/tracks/2hEqbMDgjr86WBWQi0pIIo,https://api.spotify.com/v1/audio-analysis/2hEqbMDgjr86WBWQi0pIIo,252173,3
0cj0kjt2NBFGUOvUFLov42,(What A) Wonderful World,Sam Cooke,NH,0.588,0.561,11,-10.438,1,0.0406,0.56,0.0,0.276,0.943,128.6,audio_features,spotify:track:0cj0kjt2NBFGUOvUFLov42,https://api.spotify.com/v1/tracks/0cj0kjt2NBFGUOvUFLov42,https://api.spotify.com/v1/audio-analysis/0cj0kjt2NBFGUOvUFLov42,127187,4
2ssl3oeVptDKx5PY59Sbm2,Teardrops,Womack & Womack,NH,0.877,0.808,11,-7.502,1,0.0401,0.0426,0.248,0.119,0.966,133.237,audio_features,spotify:track:2ssl3oeVptDKx5PY59Sbm2,https://api.spotify.com/v1/tracks/2ssl3oeVptDKx5PY59Sbm2,https://api.spotify.com/v1/audio-analysis/2ssl3oeVptDKx5PY59Sbm2,230840,4
2czBvzOv3TvnyoW7Ozo7fP,The Rising,Bruce Springsteen,NH,0.499,0.761,10,-6.381,1,0.0324,0.0655,0.0,0.0895,0.326,110.186,audio_features,spotify:track:2czBvzOv3TvnyoW7Ozo7fP,https://api.spotify.com/v1/tracks/2czBvzOv3TvnyoW7Ozo7fP,https://api.spotify.com/v1/audio-analysis/2czBvzOv3TvnyoW7Ozo7fP,287040,4
2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,NH,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,audio_features,spotify:track:2aibwv5hGXSgw7Yru8IYTO,https://api.spotify.com/v1/tracks/2aibwv5hGXSgw7Yru8IYTO,https://api.spotify.com/v1/audio-analysis/2aibwv5hGXSgw7Yru8IYTO,334667,4
2ZiRiPXE929bStanWOgVES,I Don't Wanna Hurt,Anouk,NH,0.476,0.479,11,-7.272,1,0.0348,0.603,2.35e-05,0.103,0.219,79.346,audio_features,spotify:track:2ZiRiPXE929bStanWOgVES,https://api.spotify.com/v1/tracks/2ZiRiPXE929bStanWOgVES,https://api.spotify.com/v1/audio-analysis/2ZiRiPXE929bStanWOgVES,212907,3
2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,John Legend,NH,0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,audio_features,spotify:track:2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/tracks/2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/audio-analysis/2ZA4uMlSZjaoWGFqP1tsLI,281467,3
2BiPF7tOVgriZaMCHnSC54,Iedereen Is Van De Wereld,The Scene,NH,0.454,0.729,4,-6.83,1,0.0417,0.00307,4.59e-05,0.288,0.38,118.051,audio_features,spotify:track:2BiPF7tOVgriZaMCHnSC54,https://api.spotify.com/v1/tracks/2BiPF7tOVgriZaMCHnSC54,https://api.spotify.com/v1/audio-analysis/2BiPF7tOVgriZaMCHnSC54,227893,4
0Z9UkcT1pnrmLciUJPcMMS,Gold,Spandau Ballet,NH,0.724,0.802,10,-6.117,0,0.0337,0.25,0.0016,0.342,0.729,143.116,audio_features,spotify:track:0Z9UkcT1pnrmLciUJPcMMS,https://api.spotify.com/v1/tracks/0Z9UkcT1pnrmLciUJPcMMS,https://api.spotify.com/v1/audio-analysis/0Z9UkcT1pnrmLciUJPcMMS,290720,4
4giIdAr7Plyu5LQzBOR4FP,All Night Long (All Night) - Single Version,Lionel Richie,NH,0.744,0.583,1,-12.595,1,0.0427,0.152,8.54e-05,0.0248,0.851,108.794,audio_features,spotify:track:4giIdAr7Plyu5LQzBOR4FP,https://api.spotify.com/v1/tracks/4giIdAr7Plyu5LQzBOR4FP,https://api.spotify.com/v1/audio-analysis/4giIdAr7Plyu5LQzBOR4FP,260493,4
2R3wzFFjNYc1z3PSoO8FNV,City Of Blinding Lights,U2,NH,0.444,0.771,8,-4.127,1,0.0304,0.000234,0.0184,0.108,0.198,139.172,audio_features,spotify:track:2R3wzFFjNYc1z3PSoO8FNV,https://api.spotify.com/v1/tracks/2R3wzFFjNYc1z3PSoO8FNV,https://api.spotify.com/v1/audio-analysis/2R3wzFFjNYc1z3PSoO8FNV,345707,4
1TF8mSG5YHyaS4o3NeBSAo,Munich,Editors,NH,0.173,0.872,7,-4.39,0,0.0533,0.00052,0.0353,0.324,0.39,149.361,audio_features,spotify:track:1TF8mSG5YHyaS4o3NeBSAo,https://api.spotify.com/v1/tracks/1TF8mSG5YHyaS4o3NeBSAo,https://api.spotify.com/v1/audio-analysis/1TF8mSG5YHyaS4o3NeBSAo,226427,4
